nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm01020741	Markley Boyer	\N	\N	composer,miscellaneous	tt3745086,tt0096254	\N
nm01021181	Craig Boyett	\N	\N	actor	tt0095745	\N
nm01021951	Billy Boyle	1945	\N	actor,soundtrack	tt0072684,tt0097166,tt2191715,tt0164247	https://image.tmdb.org/t/p/{width_variable}/qOaXP5lGhCUkqnZjApNz6fPe9B6.jpg
nm01032311	Gary Bradley	\N	\N	editor,editorial_department,visual_effects	tt0159876,tt0176357,tt6411322,tt1019690	\N
nm01036551	Jordan Brady	1964	\N	actor,producer,director	tt3883282,tt8080484,tt0179769,tt10441712	\N
nm01039091	Tony Bragg	\N	\N	camera_department,cinematographer	tt1401149,tt1998944,tt0096651,tt0297625	\N
nm01044181	Paulo Branco	1950	\N	producer,actor,miscellaneous	tt1480656,tt8439860,tt20259142,tt6763252	https://image.tmdb.org/t/p/{width_variable}/fts6IfqRE5xZuZB3iN6yeKNzfhd.jpg
nm01045931	Karl Brandenburg	\N	\N	editor,editorial_department,sound_department	tt0107037,tt0094688,tt0092145,tt0090381	\N
nm01047101	Michael Brandner	1951	\N	actor	tt0363163,tt0355149,tt0115088,tt2177771	https://image.tmdb.org/t/p/{width_variable}/bkQabOS0UuvOvNcOOvEG0C1st0C.jpg
nm01047491	Cory Brandon	\N	\N	camera_department,art_director,art_department	tt0091501,tt0096038,tt0137699,tt0152384	\N
nm01053081	Ulf Brantås	1957	\N	cinematographer,camera_department,assistant_director	tt5269594,tt3750872,tt0995832,tt0203166	https://image.tmdb.org/t/p/{width_variable}/5vTlsBTvgZEehez01mP81MlGnc2.jpg
nm01056361	Andy Brauer	1945	\N	composer,writer	tt0424299,tt0077169,tt0082897,tt0098181	\N
nm01056401	Charles Brauer	1935	\N	actor	tt0229168,tt0108777,tt0038646,tt0806910	https://image.tmdb.org/t/p/{width_variable}/pmzsKoimIu9ZaUfCyuJF1BJb0da.jpg
nm01063871	Rossano Brazzi	1916	1994	actor,writer,soundtrack	tt0046754,tt0047580,tt0052225,tt0064505	https://image.tmdb.org/t/p/{width_variable}/qEpEMTG9gKN5D8ZpCfoQzd2kMFc.jpg
nm01066011	Gösta Bredefeldt	1935	2010	actor,soundtrack	tt0096717,tt1634549,tt0069423,tt1132620	https://image.tmdb.org/t/p/{width_variable}/1oPiTHh6dP3QDtVHwuImHUMR4FN.jpg
nm01069241	Catherine Breillat	1948	\N	writer,director,actress	tt0243255,tt0299594,tt1721683,tt0348529	https://image.tmdb.org/t/p/{width_variable}/iWFsPdo438E79ZNxleNjxK374NI.jpg
nm01069371	Fred Breinersdorfer	1946	\N	writer,producer,director	tt1287357,tt0099728,tt0297949,tt0426578	\N
nm01071671	Ferdi Brendgen	\N	\N	composer,sound_department,music_department	tt0105266,tt0096767,tt4378688,tt0096049	\N
nm01071751	Julia Brendler	1975	\N	actress	tt0218141,tt0478163,tt0240457,tt7949022	https://image.tmdb.org/t/p/{width_variable}/6sY8Ol76P22hdTMamDcIomZRilb.jpg
nm01073861	Robert Brennan	\N	\N	writer	tt0077008,tt0108983,tt0096954,tt0094511	\N
nm01079501	Jeremy Brett	1933	1995	actor,soundtrack	tt0095330,tt0049934,tt0685628,tt0058385	https://image.tmdb.org/t/p/{width_variable}/g6HJeezMyQWcRQvuxF4Ow1NZWqr.jpg
nm01080321	Marita Breuer	1953	\N	actress	tt0203632,tt0087400,tt0120883,tt0810894	https://image.tmdb.org/t/p/{width_variable}/dv6jHPrXhbJU20kgvIarAsT86Lm.jpg
nm01080411	Torsten Breuer	\N	\N	cinematographer,composer,camera_department	tt0384369,tt0118682,tt1063669,tt1692504	\N
nm01080661	Robert Breuler	1948	\N	actor	tt0176357,tt0181945,tt0455275,tt0115988	\N
nm01083151	Maia Brewton	1977	\N	actress,soundtrack	tt0092513,tt0098792,tt0088763,tt0098888	https://image.tmdb.org/t/p/{width_variable}/w10sqQx1ANA2KFwYc37gS4Kl8Up.jpg
nm01083481	Leonid Brezhnev	1906	1982		tt0397176,tt13884326,tt13178698,tt14130644	https://image.tmdb.org/t/p/{width_variable}/8GJF8aNEGhwHx2RzI4ZYHnFegHA.jpg
nm01085131	Lauren Brice	1962	2015	actress	tt0276092,tt0211332,tt0144342,tt0148955	https://image.tmdb.org/t/p/{width_variable}/emq8F2FY7KbZWvk5ado5WLVQqp2.jpg
nm01091311	Alfred Lucchetti	1934	2011	actor,miscellaneous	tt1322959,tt0081823,tt0082039,tt0297174	https://image.tmdb.org/t/p/{width_variable}/1aY1H8d0jNo8W0TlXDNySea6iJ3.jpg
nm01096991	Simon Brint	1950	2011	composer,music_department,actor	tt0092944,tt0092355,tt1033643,tt0126159	https://image.tmdb.org/t/p/{width_variable}/wMxjeyYqqNuC61fZTIUWWfXh4Yz.jpg
nm01101391	Tony Britten	\N	\N	composer,music_department,director	tt7718310,tt1792085,tt4440040,tt2543298	https://image.tmdb.org/t/p/{width_variable}/6H0eOdrATHalkmIhIu1sWZd67TK.jpg
nm01102581	Klaus Brix	1941	\N	cinematographer,camera_department,actor	tt0094524,tt0806910,tt1157603,tt0846838	\N
nm01104961	Martine Brochard	1944	\N	actress	tt0076360,tt0071537,tt0198482,tt0098063	https://image.tmdb.org/t/p/{width_variable}/e8OYfSRNm1fz0t5nYgXNm53PyiF.jpg
nm01111771	Fred Brogger	\N	\N	writer	tt0097115	\N
nm01111801	Mark Brogger	\N	\N	writer	tt0097115	\N
nm01115271	Michael Bronson	\N	\N	producer,miscellaneous,executive	tt0176357,tt0159876,tt0335704,tt2042634	\N
nm01125331	Claude Brosset	1943	2007	actor	tt0220212,tt0464913,tt0079477,tt0173594	https://image.tmdb.org/t/p/{width_variable}/u2TEqxC1TwE7WdxYIXkrYTZi9Tf.jpg
nm01125621	Ingrid Broszat	\N	\N	editor	tt0111652,tt0208190,tt0075279,tt0806910	\N
nm01128051	Sophie Broustal	\N	\N	actress	tt0109362,tt0109682,tt0871848,tt1465518	https://image.tmdb.org/t/p/{width_variable}/v3snHMZpPlfO33cPe36o4uGScSC.jpg
nm01144221	Peter Brown	1935	2016	actor,soundtrack,producer	tt0058267,tt0051519,tt1091722,tt0071517	https://image.tmdb.org/t/p/{width_variable}/f2NSJ5tgekVyGYw5gvczeiIE1Jx.jpg
nm01151851	Kirk Browning	1921	2008	director,producer,assistant_director	tt0176357,tt0159876,tt0220822,tt0335704	https://image.tmdb.org/t/p/{width_variable}/sqqMIpAeowuV9dFVYHmgeocOGMr.jpg
nm01153271	Burkhard Brozat	\N	\N	composer,soundtrack	tt0096695,tt0097525	\N
nm01153281	Jirí Brozek	1947	\N	editor,actor,editorial_department	tt0342844,tt0163019,tt0104643,tt0427873	\N
nm01153791	Debbie Brubaker	\N	\N	producer,production_manager,camera_department	tt10888878,tt5688932,tt2334873,tt7087260	https://image.tmdb.org/t/p/{width_variable}/dn6Unr3rCk6SIAWyLZuHnedv4h4.jpg
nm01155511	Mona Bruce	1924	2008	actress,writer	tt0165593,tt0441950,tt0159226,tt0063895	https://image.tmdb.org/t/p/{width_variable}/5y3nLY1uiKba3QgxGawp8wS3szE.jpg
nm01157201	Georg Brueckner	\N	\N	actor	tt0097525	\N
nm01157631	Paul M. van Brugge	1959	\N	composer,music_department	tt0424786,tt0247303,tt0296915,tt1675307	https://image.tmdb.org/t/p/{width_variable}/nPtwxpAODX2RuWKaI1jLUQtNwul.jpg
nm01157971	Achille Brugnini	\N	\N	actor	tt5096470,tt0092298,tt0117364,tt8404614	https://image.tmdb.org/t/p/{width_variable}/mnIj0TNKLZQ1cJyw9Ua8yYWFW0S.jpg
nm01158741	Pierre Brulatour	\N	\N	actor	tt0118745,tt0101514,tt0088863,tt0098998	\N
nm01161461	Jeff Bruner	\N	\N	composer,actor	tt0415307,tt0206754,tt0098998,tt0212740	\N
nm01162531	Irene Brunhöfer	\N	\N	editor,editorial_department	tt0131686,tt0806910,tt1157603,tt0274219	\N
nm01163421	Karlheinz Brunnemann	1927	2013	producer,miscellaneous,sound_department	tt0069302,tt0112080,tt0054939,tt0065656	\N
nm01173911	Vladimir Brylyakov	1958	\N	cinematographer,camera_department,miscellaneous	tt2455036,tt0090371,tt0101003,tt0196228	https://image.tmdb.org/t/p/{width_variable}/whgvgzEcSZlVQTwK0MLplZ3ThFo.jpg
nm01177701	Chico Buarque	1944	\N	music_department,composer,soundtrack	tt1615160,tt0457076,tt0186256,tt0290350	https://image.tmdb.org/t/p/{width_variable}/uD11UmjyX21UnLg4HSeyrQ6QOow.jpg
nm01178141	István Bubik	1958	2004	actor	tt0145503,tt0096704,tt0826783,tt0388563	\N
nm01181901	Martin Buchhorn	1944	\N	producer,director,script_department	tt0094524,tt0109104,tt0127263,tt0806910	\N
nm01182091	James Buchli	1945	\N		tt0099158	\N
nm01183451	Detlev Buck	1962	\N	actor,director,writer	tt1802810,tt0102190,tt1368443,tt0117135	https://image.tmdb.org/t/p/{width_variable}/wYHmjGNkW4Am9JOtaEIqI7RFRpD.jpg
nm01187231	Tara Buckman	1956	\N	actress,stunts,miscellaneous	tt0100975,tt0401696,tt0088117,tt0082136	https://image.tmdb.org/t/p/{width_variable}/aIijZLD4ANtUyoQ1QjH2VlWQhbb.jpg
nm01189401	Angela Buddecke	1957	\N	actress	tt0092004,tt0097280,tt0164997,tt0806910	\N
nm01195931	Traugott Buhre	1929	2009	actor	tt1726618,tt1189047,tt0187696,tt0807035	https://image.tmdb.org/t/p/{width_variable}/tcAx6jCeQufFQ2c6f7zhC8xQBqS.jpg
nm01196531	José Buil	1953	\N	writer,editor,director	tt0280015,tt6777394,tt0097738,tt0123159	\N
nm01196551	Pía Buil	\N	\N	actress	tt0103705,tt0123159,tt0095831	\N
nm01197851	Bobby Bukowski	1953	\N	cinematographer,camera_department,miscellaneous	tt0357507,tt0790712,tt0137363,tt4781612	\N
nm01198001	Michael Bukowsky	1944	\N	actor	tt0924175,tt0806910,tt1258242,tt1087545	\N
nm01198741	James Bulleit	\N	2018	actor,producer	tt0106519,tt0094291,tt0145681,tt0119008	\N
nm01203171	Henry Bumstead	1915	2006	art_director,production_designer,actor	tt0052357,tt0418689,tt0327056,tt0070735	https://image.tmdb.org/t/p/{width_variable}/9LNlUwgohfYrNanX6sjy5ubbIbk.jpg
nm01204781	Roman Bunka	1951	2022	composer	tt0806910,tt0336350,tt0144106,tt0114103	\N
nm01209061	Jirí Burda	1956	\N	actor,writer,miscellaneous	tt0098116,tt0103934,tt0256676,tt0288330	\N
nm01211661	Robert Burge	\N	\N	director,producer,writer	tt0110065,tt0112804,tt0092150,tt0097655	\N
nm01211671	Roy Burge	\N	\N	sound_department,editorial_department,editor	tt0089941,tt0075968,tt0076221,tt0079871	\N
nm01213351	Peter Burgess	\N	\N	sound_department,editorial_department,editor	tt7126948,tt0110500,tt0086541,tt0081455	\N
nm01215211	Pino Buricchi	\N	\N	producer,writer,director	tt0289596,tt0075115,tt0103789,tt0116068	\N
nm01217551	Kathy Burke	1964	\N	actress,script_department,director	tt0205177,tt0127536,tt1340800,tt0167599	https://image.tmdb.org/t/p/{width_variable}/q3z7nP1ryyGuwixShrBmghcmm0F.jpg
nm01222141	Wolfgang Burmann	1940	\N	set_decorator,production_designer,art_department	tt0093840,tt0113083,tt0125659,tt0117883	\N
nm01222151	Hussain A. Burmawala	\N	\N	editor,editorial_department	tt0104605,tt0278291,tt0418460,tt0106333	\N
nm01222161	Abbas Alibhai Burmawalla	\N	\N	director,producer,actor	tt1375789,tt0211634,tt0106333,tt0326576	https://image.tmdb.org/t/p/{width_variable}/yeY7Lg7mTxjsI9uKiGic1PDZQlS.jpg
nm01222171	Mastan Alibhai Burmawalla	\N	\N	director,producer,actor	tt0326576,tt0106333,tt1375789,tt0211634	https://image.tmdb.org/t/p/{width_variable}/ijfDaLuFp5s6Xtln06XwMZiUpRp.jpg
nm01227801	Mark Burns	1936	2007	actor	tt0070198,tt0075882,tt0486655,tt0053804	\N
nm01229001	Timothy Burns	1943	2018	miscellaneous,writer,actor	tt0081930,tt0090498,tt0112045,tt0068067	\N
nm01229721	Aleksandr Burov	1958	\N	cinematographer,actor,camera_department	tt0246119,tt1692091,tt0108338,tt1034427	https://image.tmdb.org/t/p/{width_variable}/zUpIrX9VoCiGSxALRaSn2sGROv.jpg
nm01232211	William S. Burroughs	1914	1997	writer,actor,soundtrack	tt0086409,tt0102511,tt0097240,tt0363589	https://image.tmdb.org/t/p/{width_variable}/wLNshQmdpMMVcSY1tKglZgfLNrQ.jpg
nm01233631	Dan Burstall	1951	\N	cinematographer,director,camera_department	tt0219457,tt0138785,tt0086804,tt0137381	\N
nm01233961	Sylvain Bursztejn	\N	\N	producer,writer	tt0794374,tt0810954,tt0103969,tt3547726	\N
nm01237851	Ben Burtt	1948	\N	sound_department,miscellaneous,editor	tt0076759,tt0120915,tt0910970,tt1650062	https://image.tmdb.org/t/p/{width_variable}/16OhOb7WngOi4WOnGpRpbDSzYnd.jpg
nm01238851	Anthony Busbridge	1932	\N	camera_department,cinematographer	tt0094699,tt0098172,tt0097207,tt0063946	\N
nm01239811	Hans-Erich Busch	1945	\N	production_manager,producer	tt0119026,tt0073147,tt0328707,tt0117729	\N
nm01252151	Billy Butt	\N	\N	composer	tt11676096,tt3679304,tt0092926,tt0202022	\N
nm01253671	Jörg Buttgereit	1963	\N	director,writer,actor	tt0108053,tt3290482,tt1323908,tt0115243	https://image.tmdb.org/t/p/{width_variable}/7mWcREHlwk3ZoAO70j1sErU8ke9.jpg
nm01254611	Viktor Buturlin	1946	2022	director,writer,actor	tt0192936,tt0098495,tt0086908,tt0093905	\N
nm01255331	Sarah Buxton	1965	\N	actress,producer	tt0960731,tt0118484,tt1186370,tt0092325	https://image.tmdb.org/t/p/{width_variable}/z99KUsJihhzsc4c9k2HSAI6kIWZ.jpg
nm01255401	Margherita Buy	1962	\N	actress,writer,soundtrack	tt0100686,tt3013610,tt0274497,tt0887732	https://image.tmdb.org/t/p/{width_variable}/4IonIHM7kRU9uHdg8ujJT9Rjg56.jpg
nm01256571	Silvana Buzzo	\N	\N	writer,actress	tt0098070,tt0204687,tt0082830,tt0152185	\N
nm01257281	Anton Bychkov	\N	\N	producer,actor,director	tt0098405,tt13550802,tt0273961,tt0228223	\N
nm01259091	Rolan Bykov	1929	1998	actor,director,writer	tt0091759,tt0085335,tt0060083,tt0060107	https://image.tmdb.org/t/p/{width_variable}/y5glWWySA61CeGk9kWA6CZkMG4J.jpg
nm01266461	Helga Bähr	1948	\N	producer	tt0097861,tt0118653,tt0102282,tt0236343	\N
nm01266511	Dietmar Bär	1961	\N	actor	tt1767321,tt0112239,tt0806910,tt1342141	https://image.tmdb.org/t/p/{width_variable}/9dOluGXqEKxNs1JMQT8nxZMiFjt.jpg
nm01270301	Franz Boehm	1938	1989	actor	tt0256554,tt0080709,tt0094684,tt0806910	\N
nm01270671	Wolfgang Böhmer	1959	\N	composer,actor	tt0981086,tt0806910,tt0363036,tt0281339	\N
nm01270971	Klara Bölöni	\N	\N	actress	tt0097566	\N
nm01271371	Johannes Boesiger	1962	\N	producer,script_department,writer	tt0104614,tt2128527,tt0109356,tt10014838	\N
nm01271581	Jürgen Böttcher	1931	\N	director,writer,editor	tt0059325,tt0347048,tt0416961,tt0128334	https://image.tmdb.org/t/p/{width_variable}/zzgq3s7shKd6zIabGIIG3s7afxq.jpg
nm01271781	Steffen Böttrich	\N	\N	cinematographer,camera_department	tt0117562,tt0893502,tt0889258,tt0326706	\N
nm01279231	Berta Cabré	\N	\N	actress	tt0081823,tt0083723,tt0082014,tt0081709	https://image.tmdb.org/t/p/{width_variable}/pJiMw8sbMlvBJDfxMwSQXaiyUeP.jpg
nm01280521	Pino Cacucci	\N	\N	writer	tt0105188,tt0203869,tt0114862,tt0119794	\N
nm01284551	Joe Caffrey	1967	\N	actor	tt0084987,tt0241383,tt5816682,tt0137346	\N
nm01288801	Sharon Kane	1956	\N	actress,miscellaneous,composer	tt0284080,tt0183889,tt1161967,tt0290610	https://image.tmdb.org/t/p/{width_variable}/u0itliFPuRNoIPNxWaznTKG3iwm.jpg
nm01290281	Silvio Caiozzi	1944	\N	director,writer,editor	tt0100075,tt0433913,tt0179137,tt0076247	https://image.tmdb.org/t/p/{width_variable}/19DO1o10TVKhqkGHUvt65FvLj0X.jpg
nm01295641	Sergio Calderón	1945	2023	actor	tt0119654,tt0970866,tt0963794,tt0449088	https://image.tmdb.org/t/p/{width_variable}/nzzxespfHZQbXcE733Dy88SIkKF.jpg
nm01298161	John Cale	1942	\N	soundtrack,composer,actor	tt0393109,tt0475394,tt0163978,tt0144084	https://image.tmdb.org/t/p/{width_variable}/wUidKhZJlXeYg1OMtrLvSrZFOoD.jpg
nm01298271	Ruth Caleb	1942	\N	producer,miscellaneous,production_manager	tt0263181,tt0765443,tt0258761,tt0297625	\N
nm01299621	Marisa Calia	\N	\N	script_department,assistant_director,writer	tt0205884,tt0096797,tt0189551,tt0073406	\N
nm01300401	Hortense Calisher	1911	2009	writer	tt0176357	\N
nm01308081	James Calvert	1967	\N	actor,sound_department,miscellaneous	tt0083470,tt0091223,tt0203946,tt0111937	\N
nm01314401	Cameo	1965	\N	actress	tt0137737,tt0134846,tt0147659,tt0189719	https://image.tmdb.org/t/p/{width_variable}/zWQHFYLwicYZGVXFGcp3HynK1X.jpg
nm01314721	Jo Cameron Brown	\N	\N	miscellaneous,actress,writer	tt0451279,tt1074638,tt0289043,tt0800241	https://image.tmdb.org/t/p/{width_variable}/32FgghlYKhLVom9RCR1eucdfgKQ.jpg
nm01317171	Ross Cameron	\N	\N	producer	tt1273647,tt0097079	\N
nm01318401	Augusto Caminito	1939	2020	writer,producer,director	tt0062088,tt0099939,tt0062630,tt0155726	\N
nm01319661	Bill Camp	1964	\N	actor,director,writer	tt2024544,tt7599146,tt2562232,tt5715874	https://image.tmdb.org/t/p/{width_variable}/yZFata0EVr7TbIAz8vZFyiDKDts.jpg
nm01320181	Wayne Camp	\N	\N	actor	tt0191085,tt0096825	\N
nm01323921	Dirk Campbell	1948	\N	director,writer	tt0203249,tt0896228,tt0086688,tt5721172	\N
nm01324901	Graeme Campbell	1954	\N	director,writer,assistant_director	tt0420416,tt0096177,tt0101680,tt0093270	\N
nm01324921	Grant Campbell	\N	\N	producer,assistant_director,director	tt0211483,tt0243554,tt0345110,tt1685403	https://image.tmdb.org/t/p/{width_variable}/eCfEhs4VlVxv3fyNGLkbohbzbJA.jpg
nm01330491	Cris Campion	1966	\N	actor,director,writer	tt0337590,tt0091757,tt0092739,tt0126737	https://image.tmdb.org/t/p/{width_variable}/5mtmigX1uo9rC9G7ItRmpLl9ELJ.jpg
nm01333571	Eduardo Campoy	1955	\N	producer,director,assistant_director	tt0205843,tt0082202,tt0839976,tt0127368	\N
nm01340731	Enzo Cannavale	1928	2011	actor	tt0135740,tt0095765,tt0076544,tt0073726	https://image.tmdb.org/t/p/{width_variable}/qKTBcs4UEwBhZIeYBpVcDjZVJKg.jpg
nm01345201	Kieran Canter	\N	\N	actor	tt0126288,tt0157532,tt0125832,tt2414698	https://image.tmdb.org/t/p/{width_variable}/o3rN7kuoBayqK3J8wFJHIanxGQ5.jpg
nm01351991	Cathy Caplan	\N	\N	editor,director	tt0099028	\N
nm01354701	James Cappe	\N	\N	producer,script_department,writer	tt0098987,tt0101073,tt0115317,tt0170982	\N
nm01356291	Herson Capri	1952	\N	actor,director,writer	tt0290350,tt1845515,tt6231970,tt7825208	https://image.tmdb.org/t/p/{width_variable}/jSiooyHkI3GeVqqALRN7m5ZCT4F.jpg
nm01356661	Debora Caprioglio	1968	\N	actress	tt0111222,tt0115494,tt0098052,tt0098063	https://image.tmdb.org/t/p/{width_variable}/6LphVHv5z7EnsaaqbWfABsVwhHG.jpg
nm01366031	Patricia Cardoso	\N	\N	director,producer,writer	tt4419214,tt10329042,tt0296166,tt8778064	https://image.tmdb.org/t/p/{width_variable}/f0BkM7D2XrVL5rcKflLhKBRfucy.jpg
nm01366421	Ivan Cardoso	1952	\N	director,producer,writer	tt0084650,tt12920986,tt0091899,tt0088092	https://image.tmdb.org/t/p/{width_variable}/tlbS7GHffmjVHEGYWh7kCLOwd76.jpg
nm01367721	Carlos Cardán	1932	2016	actor	tt0060379,tt0063488,tt0191705,tt0251763	https://image.tmdb.org/t/p/{width_variable}/tKVaLrbMmK20PMaf8xmf2TasUWL.jpg
nm01371651	Daniel Carillo	\N	\N	miscellaneous,producer,production_manager	tt0097318,tt0076886,tt0068801,tt0074585	\N
nm01376271	Jodi Carlisle	1960	\N	actress,sound_department,miscellaneous	tt1703874,tt0203265,tt4513674,tt0410975	https://image.tmdb.org/t/p/{width_variable}/aSthDn8AHUxZPBYgqEbXmJRYqKw.jpg
nm01384141	Yuval Carmi	\N	\N	actor	tt0098993,tt0288346,tt0151326,tt0143626	\N
nm01389661	Jean Carol	\N	\N	actress,producer	tt0044265,tt4052886,tt1024648,tt0323463	\N
nm01391411	Michel Caron	1946	\N	camera_department,cinematographer,producer	tt0269375,tt0105317,tt0120802,tt0282552	\N
nm01394101	Marc Carpenter	\N	\N	writer	tt0096825	\N
nm01395841	Adrian Carr	1952	\N	editor,director,actor	tt0090555,tt0171606,tt0447874,tt7433720	\N
nm01402371	Amat Carreras	\N	\N	editor,editorial_department	tt0082984,tt0091017,tt0435091,tt3382574	\N
nm01403271	José María Carreño	1943	1996	writer,director,actor	tt1332900,tt1176775,tt0182669,tt0098050	\N
nm01403511	Robert Carricart	1917	1993	actor	tt0057765,tt0060030,tt0052522,tt0060036	https://image.tmdb.org/t/p/{width_variable}/gPlhmRMEYDlFiMigtTZ7vLKJxY7.jpg
nm01404311	Camille Carrigan	\N	\N	actress	tt7134632,tt0097775,tt0097726,tt0099572	\N
nm01406431	Jean-Claude Carrière	1931	2021	writer,actor,director	tt0068361,tt0096332,tt0263866,tt0056066	https://image.tmdb.org/t/p/{width_variable}/nAOapiT1Qv40MttP7Cu5hhcefhz.jpg
nm01407311	Anne Carroll	1940	2018	actress	tt0112702,tt0047728,tt0272152,tt0092636	https://image.tmdb.org/t/p/{width_variable}/zyLcqu4yfz4oPwlCZEmX4aYFAE8.jpg
nm01408481	Janet Carroll	1940	2012	actress,soundtrack	tt0141098,tt0086200,tt0097328,tt0278435	https://image.tmdb.org/t/p/{width_variable}/2HSNIB1kHTlxxQzWySjY0vRH0Me.jpg
nm01414511	Alice Carter	\N	\N	actress,producer,director	tt2431992,tt0097458,tt0096487,tt0046593	https://image.tmdb.org/t/p/{width_variable}/irVzx1XiNU4yvgfZ9PpbHWmmVN.jpg
nm01415721	Deborah Carter	\N	\N	editorial_department,producer	tt0104027,tt0097057	\N
nm01420331	François Cartier	\N	\N	actor,writer	tt0088927,tt0103198,tt0082763,tt0809273	\N
nm01420681	Sylvain Cartigny	\N	\N	actor,composer	tt0099034,tt0489460	\N
nm01421791	Jim Cartwright	1958	\N	actor,writer,director	tt2341669,tt0147004,tt2394340,tt0350386	\N
nm01422701	Alessio Caruso	1961	\N	actor	tt0325011,tt1047931,tt0874959,tt0434845	\N
nm01425171	Hugo Carvana	1937	2014	actor,writer,director	tt0097111,tt0085216,tt0143972,tt0379174	https://image.tmdb.org/t/p/{width_variable}/faHPUwyaNBV6w5Mcm4w4qwNTrJj.jpg
nm01426671	Marzio Casa	1955	\N	assistant_director,writer,director	tt0084416,tt0102366,tt1261045,tt0098070	\N
nm01431071	Carlos Cascales	\N	\N	producer,production_manager	tt0091788,tt0094251,tt0090796,tt0091640	\N
nm01431501	Salvatore Cascio	1979	\N	actor	tt0095765,tt0100681,tt0104103,tt0104540	https://image.tmdb.org/t/p/{width_variable}/6bg9xuVF0sOyZu0cCaDKSjOleOW.jpg
nm01433091	Chiara Caselli	1967	\N	actress,director,writer	tt0102494,tt0114086,tt6021384,tt0265651	https://image.tmdb.org/t/p/{width_variable}/c3W1yk9YtYgVQtsPYQKPWvz5sIs.jpg
nm01434261	George Casey	1933	2017	producer,director,writer	tt0072001,tt0082473,tt0080694,tt0130445	\N
nm01438051	Harry Cason	\N	\N	writer,actor,producer	tt0167720,tt6060234,tt4693860,tt0108983	\N
nm01441681	Bruce Cassidy	\N	\N	composer,music_department,soundtrack	tt0097259,tt0094607,tt0108313,tt0183767	\N
nm01447581	Enzo G. Castellari	1938	\N	director,actor,assistant_director	tt0074586,tt0084424,tt0085124,tt0088940	https://image.tmdb.org/t/p/{width_variable}/v89kkRIEq098ABdm4nntzMG9782.jpg
nm01448121	Sergio Castellitto	1953	\N	actor,writer,director	tt0246772,tt0401711,tt0499448,tt0330702	https://image.tmdb.org/t/p/{width_variable}/uq5xz7kinzgdclGOcechgfPBgYC.jpg
nm01448881	André Castelot	1911	2004	writer,producer	tt0212698,tt1066283,tt0139269,tt0055219	https://image.tmdb.org/t/p/{width_variable}/50TIme6oYJgpPDcrpEGiHEYSImN.jpg
nm01455301	Emmanuelle Castro	\N	\N	editor,sound_department,editorial_department	tt1924394,tt5168192,tt0202077,tt0092593	\N
nm01455981	Juan Antonio Castro	\N	\N	actor,miscellaneous	tt0211842,tt0124958,tt0297174,tt3519198	\N
nm01459351	Scott Catamas	\N	\N	producer,actor,writer	tt7285206,tt0097863	\N
nm01462581	Juliette Caton	1975	\N	actress,miscellaneous	tt0095497,tt0097115,tt1334260,tt0234750	\N
nm01469451	Sharon Cavanaugh	\N	\N	director,actress,writer	tt0084447,tt0166658	\N
nm01469551	Tony Cavanaugh	\N	\N	writer,producer,miscellaneous	tt3189622,tt0409633,tt0176365	\N
nm01470041	Ermanno Cavazzoni	\N	\N	writer,director	tt12788984,tt3301732,tt0098606,tt2265878	https://image.tmdb.org/t/p/{width_variable}/h6gGlywMZ8Mvyic1ZRGWM1TxsTD.jpg
nm01470801	Jonathan Cavendish	\N	\N	producer,actor,visual_effects	tt0831387,tt5638642,tt7097896,tt0243155	\N
nm01473891	Fabrice Cazeneuve	1952	\N	director,assistant_director,writer	tt0173560,tt0098514,tt7658662,tt0130983	\N
nm01474371	Antonio Cañero	\N	\N	actor	tt0013620,tt0015414,tt0218852,tt0031182	\N
nm01474391	José María Cañete	\N	\N	actor,director,writer	tt0088924,tt0093969,tt0090017,tt0084181	\N
nm01475751	Luigi Ceccarelli	1953	\N	composer,soundtrack	tt0191085,tt0117737,tt0094843,tt0093541	\N
nm01476011	Mario Cecchi Gori	1920	1993	producer,writer,actor	tt0110917,tt0110299,tt0062370,tt0110877	https://image.tmdb.org/t/p/{width_variable}/yk2yCtMa9D2EbNqTHF8e6jocjum.jpg
nm01476031	Vittorio Cecchi Gori	1942	\N	producer,miscellaneous,actor	tt0119794,tt0490215,tt0110917,tt0110877	https://image.tmdb.org/t/p/{width_variable}/yJPazYwhO3BqN2UL3twWwzQVjwl.jpg
nm01476991	Jonathan Cecil	1939	2011	actor	tt0072684,tt0103723,tt0064775,tt0082517	https://image.tmdb.org/t/p/{width_variable}/hkAQ1s6dZH5JlURcbSpvPyQ6Efo.jpg
nm01479851	Jeff Celentano	1960	\N	actor,director,producer	tt0965375,tt0105151,tt0119238,tt8051894	https://image.tmdb.org/t/p/{width_variable}/529TK0OU7AmosBtsqVrOV3cB5sg.jpg
nm01480181	Sebastiano Celeste	1940	\N	cinematographer,camera_department,director	tt0086779,tt0072349,tt0164539,tt0076360	\N
nm01480611	Michael Forest	1929	\N	actor,miscellaneous,sound_department	tt0162222,tt0091344,tt0107692,tt0074896	https://image.tmdb.org/t/p/{width_variable}/3hsY0cOtTirglpIfhZ69o0VzWr.jpg
nm01489701	Tonino Cervi	1929	2002	producer,writer,director	tt0071925,tt0318003,tt0063379,tt0147524	\N
nm01492161	Chuen-Yee Cha	1956	\N	director,actor,producer	tt1698490,tt0117242,tt0107984,tt0105374	\N
